"id","cond","th","outl","group"
6002,1,2.12464848044788,0,3
6002,2,-15.1011682988284,0,3
6002,3,16.7973519428571,1,3
6002,4,-8.52252706453072,0,3
6003,1,1.26194180659411,0,3
6003,2,-19.4299921607031,1,3
6003,3,41.618547215873,0,3
6003,4,-7.22320135424471,0,3
6010,1,1.81000357713317,0,3
6010,2,-16.1237042391178,0,3
6010,3,52.1672206678788,0,3
6010,4,-3.39131968614154,0,3
6013,1,1.16656352811101,0,3
6013,2,-15.5618592734827,0,3
6013,3,3.5823021031746,1,3
6013,4,-6.65489888068869,0,3
6016,1,1.66225953792701,0,3
6016,2,-17.822271423766,0,3
6016,3,18.9814768257143,0,3
6016,4,-5.07702891453315,0,3
6020,1,1.7307484554829,0,3
6020,2,-10.2610675038798,0,3
6020,3,33.2335503566667,0,3
6020,4,-2.80578861470882,0,3
6050,1,0.994050885794825,0,3
6050,2,-15.3332448595878,0,3
6050,3,16.4254982115385,0,3
6050,4,-3.48141034706555,0,3
6051,1,1.4394684457197,0,3
6051,2,-9.26271412977014,0,3
6051,3,8.97979713928572,1,3
6051,4,-3.55627564750827,1,3
6052,1,1.92202297691289,0,3
6052,2,-12.7402782692667,0,3
6052,3,15.0335265874476,0,3
6052,4,-4.20627407346581,0,3
6053,1,1.83388445972134,0,3
6053,2,-14.1627649970282,1,3
6053,3,30.5305588364286,0,3
6053,4,-1.90690532548143,0,3
6054,1,1.35973989545282,0,3
6054,2,-12.1411304328247,0,3
6054,3,25.4276460285714,0,3
6054,4,-0.644184505349051,0,3
6055,1,2.86076865914773,1,3
6055,2,-15.015659662095,0,3
6055,3,4.77866754428572,0,3
6055,4,1.65377341021683,0,3
6056,1,4.39088568055327,0,3
6056,2,-2.96815561688665,1,3
6056,3,333.016931267857,0,3
6056,4,-0.0437875447972692,1,3
6057,1,2.62281034097089,1,3
6057,2,-14.9125565584856,0,3
6057,3,12.7135523779762,1,3
6057,4,-4.8459200937354,1,3
6058,1,1.09111643042017,1,3
6058,2,-16.0231431789308,0,3
6058,3,43.7667456942857,0,3
6058,4,-2.59967974977731,0,3
6059,1,1.15777696731631,0,3
6059,2,-8.99539943134811,0,3
6059,3,45.8610573940476,1,3
6059,4,-4.08416454534142,0,3
6060,1,0.67330822076848,0,3
6060,2,-12.8143985513592,0,3
6060,3,29.2370943850649,1,3
6060,4,-2.93665233207577,0,3
6061,1,0.900449555643885,1,3
6061,2,-17.0497102655008,0,3
6061,3,48.5658908642857,0,3
6061,4,-4.21937098708417,0,3
6062,1,1.37758683039892,0,3
6062,2,-19.2472284062199,0,3
6062,3,28.7827836784874,0,3
6062,4,-5.27526811628376,0,3
6063,1,0.830855638117556,0,3
6063,2,-21.769509611442,0,3
6063,3,2.80903238988095,1,3
6063,4,-4.1658320543336,0,3
6064,1,1.84866990252567,0,3
6064,2,-8.00287741298489,0,3
6064,3,7.14181078571428,1,3
6064,4,-3.2841234211602,1,3
6065,1,2.97482652967759,0,3
6065,2,-3.7903485278872,0,3
6065,3,342.811447814394,1,3
6065,4,-3.99208628097781,1,3
6067,1,0.748389085486366,0,3
6067,2,-9.39632830020305,1,3
6067,3,45.2675762690476,0,3
6067,4,-8.32080181732756,0,3
6070,1,1.53121916056036,0,3
6070,2,-11.7561730781435,0,3
6070,3,15.1542046057143,0,3
6070,4,-5.29386343098031,0,3
6071,1,0.552687816621728,0,3
6071,2,-18.4991848338644,0,3
6071,3,11.3063447607143,0,3
6071,4,-7.36125080261895,0,3
